filename,category,subject_prompt,seed,width,height,status,batch
back_events.png,Card Backs,"a perfectly symmetrical ornamental ink panel on aged parchment, a large hand-brushed black compass rose at the exact center, a mirrored border of brushed rope knots and swirling scrollwork covering the whole surface edge to edge, four small brush-painted emblems placed symmetrically around the center: a ship cannon in vermillion red ink at the upper left, a billowing square sail in indigo blue ink at the upper right, a curved saber in jade green ink at the lower left, a flintlock pistol in plum violet ink at the lower right, the four emblems as the only colored elements, flat ornamental woodblock print style, bold black ink on aged parchment, mirrored top to bottom, no scene, no landscape, no figures",1351,880,1232,approved,c
back_treasures.png,Card Backs,"a perfectly symmetrical ornamental ink panel on aged parchment, a bold hand-brushed black X mark inside a circular rope wreath at the exact center, mirrored anchors and antique keys drawn in black ink at the four corners, a repeating brushed wave pattern filling the rest of the surface edge to edge, flat ornamental woodblock print style, bold black ink on aged parchment, mirrored top to bottom, no scene, no landscape, no figures, entirely monochrome black ink",1352,880,1232,approved,c
master_of_winds.png,Role,"a perfectly symmetrical ornamental card design, a large hand-brushed black ink wind rose at the exact center, stylized spiral gust lines swirling symmetrically outward, two mirrored puffing wind cloud faces blowing brushed gusts from the top and bottom edges, repeating cloud scroll ornament filling the canvas edge to edge, flat ornamental design, no scene, no landscape, no human figures, entirely monochrome black ink",1333,880,1232,approved,c
corner_left_top.png,Map Corners,"the northwest quadrant of an aged pirate treasure map, fine pen-drawn cartographic black ink linework concentrated toward the top left, a crisply outlined coastline with small islands, hatched shoreline strokes along every coast, small sounding dots scattered across the open water, dotted route lines, a partial compass rose entering from the bottom right edge, every mark a defined pen line, no undefined wet ink wash blobs, on warm aged parchment matching the other cards, no page border, no frame, no cut-corner marks, entirely monochrome black ink",1023,880,1232,retired,
corner_right_top.png,Map Corners,"the northeast quadrant of an aged pirate treasure map, fine pen-drawn cartographic black ink linework concentrated toward the top right, a crisply outlined coastline with a small cove and a tiny sea monster drawing, hatched shoreline strokes along every coast, small sounding dots scattered across the open water, dotted route lines, no compass rose, every mark a defined pen line, no undefined wet ink wash blobs, on warm aged parchment matching the other cards, no page border, no frame, no cut-corner marks, entirely monochrome black ink",1024,880,1232,retired,
corner_left_bottom.png,Map Corners,"the southwest quadrant of an aged pirate treasure map, fine pen-drawn cartographic black ink linework concentrated toward the bottom left, a crisply outlined coastline with a small anchorage and a tiny ship drawing, hatched shoreline strokes along every coast, small sounding dots scattered across the open water, dotted route lines, no compass rose, every mark a defined pen line, no undefined wet ink wash blobs, on warm aged parchment matching the other cards, no page border, no frame, no cut-corner marks, entirely monochrome black ink",1025,880,1232,retired,
corner_right_bottom.png,Map Corners,"the southeast quadrant of an aged pirate treasure map, fine pen-drawn cartographic black ink linework concentrated toward the bottom right, a crisply outlined coastline with an X mark and a small skull drawing, hatched shoreline strokes along every coast, small sounding dots scattered across the open water, dotted route lines, no compass rose, every mark a defined pen line, no undefined wet ink wash blobs, on warm aged parchment matching the other cards, no page border, no frame, no cut-corner marks, entirely monochrome black ink",1026,880,1232,retired,
map_full_chart.png,Map,"a complete aged pirate nautical chart filling the entire canvas, fine pen-drawn cartographic black ink linework, crisply outlined coastlines with hatched shoreline strokes, small islands and coves, sounding dots scattered across the open water, dotted route lines linking distant anchorages, a single ornate compass rose, chart content bleeding off all four edges, edge-to-edge cartography, entirely monochrome black ink",1041,880,1232,retired,
boarding_canons_officers_sailors.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of vermillion red ink, a great exploding burst of jade green ink, a great exploding burst of plum violet ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1380,880,1232,pending,a
boarding_canons_officers_sails.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of vermillion red ink, a great exploding burst of jade green ink, a great exploding burst of indigo blue ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1381,880,1232,pending,a
boarding_canons_officers.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of vermillion red ink, a great exploding burst of jade green ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1374,880,1232,pending,a
boarding_canons_sailors.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of vermillion red ink, a great exploding burst of plum violet ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1373,880,1232,pending,a
boarding_canons_sails_sailors.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of vermillion red ink, a great exploding burst of indigo blue ink, a great exploding burst of plum violet ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1379,880,1232,pending,a
boarding_canons_sails.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of vermillion red ink, a great exploding burst of indigo blue ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1378,880,1232,pending,a
boarding_officers_sailors.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of jade green ink, a great exploding burst of plum violet ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1376,880,1232,pending,a
boarding_officers_sails_sailors.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of jade green ink, a great exploding burst of indigo blue ink, a great exploding burst of plum violet ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1382,880,1232,pending,a
boarding_officers_sails.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of jade green ink, a great exploding burst of indigo blue ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1377,880,1232,pending,a
boarding_sails_sailors.png,Away Boarding,"two pirate ships locked side by side in a boarding battle at sea, exactly two ships, pirate silhouettes swinging on ropes between the two ships and crews fighting on both decks, the ships, ropes, figures and sea all as near-solid black ink semi-silhouettes, huge bursts of colored ink exploding like fireworks in the sky directly above the two ships: a great exploding burst of indigo blue ink, a great exploding burst of plum violet ink, each colored firework burst very large, bold and instantly visible with radiating splatter, the colored bursts as the only colored elements, every other element in black ink",1375,880,1232,pending,a
curse_broken_hourglass.png,Curses,"a large shattered hourglass with sand spilling out in flowing ink streams, rendered in bold black ink, accents of jade green ink threaded through the falling sand, jade green as the only colored element",1022,880,1232,retired,
talisman_lucky_coin.png,Talismans,"a single antique gold doubloon coin embossed with a skull, the coin rendered in warm gold tones, centered inside a large energetic hand-brushed black ink enso circle, the coin as the only colored element, everything around the coin in pure black ink",1047,880,1232,retired,
map_treasure_03.png,Treasure Map,"an aged pirate treasure map of two large rugged landmasses separated by a narrow strait, drawn in fine vintage cartographic black ink linework on warm aged parchment, hatched shorelines, forests of small palm trees, mountain ridges, skull-shaped rocks and tiny skull markers, a decorative sea monster and a small drawn sailing ship in the water, an ornate compass rose, all open water filled with small repeated wave marks, land covering about sixty percent of the surface, dense busy composition with something drawn everywhere, map content bleeding off all four edges, a bold dashed treasure route painted in bright vermillion red ink winding across the whole map, ending at one large vermillion red X mark, the red dashed route and the red X as the only colored elements, everything else entirely black ink, the route entering at the top left corner, passing through the bottom left corner, the X in the bottom right corner on a skull-shaped island",1355,880,1232,retired,b
map_treasure_04.png,Treasure Map,"an aged pirate treasure map of one large continent with jagged coastline and scattered islets, a smoking volcano inland, drawn in fine vintage cartographic black ink linework on warm aged parchment, hatched shorelines, forests of small palm trees, mountain ridges, skull-shaped rocks and tiny skull markers, a decorative sea monster and a small drawn sailing ship in the water, an ornate compass rose, all open water filled with small repeated wave marks, land covering about sixty percent of the surface, dense busy composition with something drawn everywhere, map content bleeding off all four edges, a bold dashed treasure route painted in bright vermillion red ink winding across the whole map, ending at one large vermillion red X mark, the red dashed route and the red X as the only colored elements, everything else entirely black ink, the route entering at the top right corner, passing through the bottom right corner, the X in the bottom left corner beside the volcano",1356,880,1232,retired,b
map_treasure_05.png,Treasure Map,"an aged pirate treasure map of a great curved chain of atolls and reef islands, drawn in fine vintage cartographic black ink linework on warm aged parchment, hatched shorelines, forests of small palm trees, mountain ridges, skull-shaped rocks and tiny skull markers, a decorative sea monster and a small drawn sailing ship in the water, an ornate compass rose, all open water filled with small repeated wave marks, land covering about sixty percent of the surface, dense busy composition with something drawn everywhere, map content bleeding off all four edges, a bold dashed treasure route painted in bright vermillion red ink winding across the whole map, ending at one large vermillion red X mark, the red dashed route and the red X as the only colored elements, everything else entirely black ink, the route entering at the bottom left corner, passing through the top left corner, the X in the top right corner on a mountain peak",1357,880,1232,retired,b
map_treasure_06.png,Treasure Map,"an aged pirate treasure map of a huge island crossed by a diagonal mountain spine, coves and river mouths along its shores, drawn in fine vintage cartographic black ink linework on warm aged parchment, hatched shorelines, forests of small palm trees, mountain ridges, skull-shaped rocks and tiny skull markers, a decorative sea monster and a small drawn sailing ship in the water, an ornate compass rose, all open water filled with small repeated wave marks, land covering about sixty percent of the surface, dense busy composition with something drawn everywhere, map content bleeding off all four edges, a bold dashed treasure route painted in bright vermillion red ink winding across the whole map, ending at one large vermillion red X mark, the red dashed route and the red X as the only colored elements, everything else entirely black ink, the route entering at the top left corner, passing through the top right corner, the X in the bottom right corner inside a hidden cove",1358,880,1232,retired,b
map_treasure_07.png,Treasure Map,"an aged pirate treasure map of a dense cluster of large wild islands with jungles and ruined watchtowers, drawn in fine vintage cartographic black ink linework on warm aged parchment, hatched shorelines, forests of small palm trees, mountain ridges, skull-shaped rocks and tiny skull markers, a decorative sea monster and a small drawn sailing ship in the water, an ornate compass rose, all open water filled with small repeated wave marks, land covering about sixty percent of the surface, dense busy composition with something drawn everywhere, map content bleeding off all four edges, a bold dashed treasure route painted in bright vermillion red ink winding across the whole map, ending at one large vermillion red X mark, the red dashed route and the red X as the only colored elements, everything else entirely black ink, the route entering at the bottom right corner, passing through the top right corner, the X in the top left corner at a skull rock",1359,880,1232,retired,b
map_treasure_08.png,Treasure Map,"an aged pirate treasure map, a rugged coastline of large islands running from the bottom left corner up the left edge to the top left corner, and a big mountainous island filling the top right corner, land covering more than half of the map, palm groves, coves, mountain ridges and hatched shorelines, at most two small skull markers, a small drawn sailing ship and a compass rose and small wave marks in the open water, a bold dashed treasure route painted in bright vermillion red ink starting at the bottom left corner, following the coast up through the top left corner, then crossing the sea to end at one large vermillion red X mark on the mountain island in the top right corner, the red dashed route and the red X as the only colored elements, everything else fine vintage cartographic black ink, dense composition, map content bleeding off all four edges",1370,880,1232,retired,b
map_treasure_09.png,Treasure Map,"an aged pirate treasure map, a rugged coastline of large islands running from the bottom left corner up the left edge to the top left corner, and a big mountainous island filling the top right corner, land covering more than half of the map, palm groves, coves, mountain ridges and hatched shorelines, at most two small skull markers, a small drawn sailing ship and a compass rose and small wave marks in the open water, a bold dashed treasure route painted in bright vermillion red ink starting at the bottom left corner, following the coast up through the top left corner, then crossing the sea to end at one large vermillion red X mark on the mountain island in the top right corner, the red dashed route and the red X as the only colored elements, everything else fine vintage cartographic black ink, dense composition, map content bleeding off all four edges",1371,880,1232,retired,b
map_treasure_10.png,Treasure Map,"an aged pirate treasure map, a rugged coastline of large islands running from the bottom left corner up the left edge to the top left corner, and a big mountainous island filling the top right corner, land covering more than half of the map, palm groves, coves, mountain ridges and hatched shorelines, at most two small skull markers, a small drawn sailing ship and a compass rose and small wave marks in the open water, a bold dashed treasure route painted in bright vermillion red ink starting at the bottom left corner, following the coast up through the top left corner, then crossing the sea to end at one large vermillion red X mark on the mountain island in the top right corner, the red dashed route and the red X as the only colored elements, everything else fine vintage cartographic black ink, dense composition, map content bleeding off all four edges",1372,880,1232,approved,b
